date,water_temp,pH,DO,transparency,turbidity,Chl_a,cyano_cells,Microcystis,Anabaena,Oscillatoria,Aphanizomenon,acc_temp_7d,TSI_Chla,TSI_SD,microcystis_ratio,anabaena_ratio,oscillatoria_ratio,aphanizomenon_ratio,water_level,storage_vol,storage_rate,inflow,outflow,rainfall,level_change_7d,rain_7d_sum_x,inflow_7d_sum,outflow_7d_sum,residence_proxy,nutrient_stagnation_index,loc_encoded,alert_encoded,log_target,next_log_cells,station,avg_temp,min_temp,max_temp,daily_rain,max_wind_gust,avg_wind,air_temp_7d_mean,hot_days_30c_7d,rain_3d_sum,rain_7d_sum_y,rain_14d_sum,wind_7d_mean,low_wind_days_2ms_7d,sunshine,solar_rad,cloud_cover,sunshine_7d_sum,solar_7d_sum,cloud_7d_mean,sin_season,cos_season,target_alert_next,split
2016-04-04,8.8,8.2,13.3,2.9,1.7,4.5,0,0,0,0,0,8.8,45.35499926237525,44.65751827993911,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,0,0,0.0,0.0,604,0.5782881002087683,0.6169772256728778,0.5334685598377281,2.0,0.099510603588907,0.2708333333333333,0.5660311958405546,0.0,1.0,0.1071428571428571,-0.2427184466019417,0.347945205479452,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
2016-04-04,8.8,8.2,13.3,2.9,1.7,4.5,0,0,0,0,0,8.8,45.35499926237525,44.65751827993911,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,0,0,0.0,0.0,643,0.5866388308977035,0.6231884057971016,0.537525354969574,1.0,0.0946166394779771,0.25,0.5604852686308492,0.0,0.4444444444444444,-0.0714285714285714,-0.3398058252427184,0.3534246575342465,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
2016-04-04,8.8,8.2,13.3,2.9,1.7,4.5,0,0,0,0,0,8.8,45.35499926237525,44.65751827993911,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,0,0,0.0,0.0,648,0.5908141962421711,0.6190476190476191,0.5273833671399594,0.0,0.1451876019575856,0.3125,0.5538994800693242,0.0,0.1666666666666666,-0.1607142857142857,-0.3883495145631068,0.3698630136986301,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
2016-04-04,8.8,8.2,13.3,2.9,1.7,4.5,0,0,0,0,0,8.8,45.35499926237525,44.65751827993911,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,0,0,0.0,0.0,888,0.5949895615866388,0.6211180124223603,0.5598377281947261,0.0,0.1305057096247961,0.2916666666666667,0.5681109185441942,0.0,0.1666666666666666,-0.1607142857142857,-0.3883495145631068,0.4794520547945206,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
2016-04-04,8.7,8.2,12.8,2.2,2.0,5.8,0,0,0,0,0,8.7,47.84458617118879,48.63832943715087,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,1,0,0.0,0.0,604,0.5782881002087683,0.6169772256728778,0.5334685598377281,2.0,0.099510603588907,0.2708333333333333,0.5660311958405546,0.0,1.0,0.1071428571428571,-0.2427184466019417,0.347945205479452,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
2016-04-04,8.7,8.2,12.8,2.2,2.0,5.8,0,0,0,0,0,8.7,47.84458617118879,48.63832943715087,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,1,0,0.0,0.0,643,0.5866388308977035,0.6231884057971016,0.537525354969574,1.0,0.0946166394779771,0.25,0.5604852686308492,0.0,0.4444444444444444,-0.0714285714285714,-0.3398058252427184,0.3534246575342465,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
2016-04-04,8.7,8.2,12.8,2.2,2.0,5.8,0,0,0,0,0,8.7,47.84458617118879,48.63832943715087,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,1,0,0.0,0.0,648,0.5908141962421711,0.6190476190476191,0.5273833671399594,0.0,0.1451876019575856,0.3125,0.5538994800693242,0.0,0.1666666666666666,-0.1607142857142857,-0.3883495145631068,0.3698630136986301,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
2016-04-04,8.7,8.2,12.8,2.2,2.0,5.8,0,0,0,0,0,8.7,47.84458617118879,48.63832943715087,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,1,0,0.0,0.0,888,0.5949895615866388,0.6211180124223603,0.5598377281947261,0.0,0.1305057096247961,0.2916666666666667,0.5681109185441942,0.0,0.1666666666666666,-0.1607142857142857,-0.3883495145631068,0.4794520547945206,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
2016-04-04,7.9,8.0,12.5,2.5,1.2,5.2,0,0,0,0,0,7.9,46.773341117012215,46.79625055369343,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,2,0,0.0,0.0,604,0.5782881002087683,0.6169772256728778,0.5334685598377281,2.0,0.099510603588907,0.2708333333333333,0.5660311958405546,0.0,1.0,0.1071428571428571,-0.2427184466019417,0.347945205479452,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
2016-04-04,7.9,8.0,12.5,2.5,1.2,5.2,0,0,0,0,0,7.9,46.773341117012215,46.79625055369343,0.0,0.0,0.0,0.0,67.29,664.255,44.6,1.5744,14.068,19.333,-0.0499999999999971,135.579,7.0427,109.22999999999996,44.08382001592779,8.662271825274429,2,0,0.0,0.0,643,0.5866388308977035,0.6231884057971016,0.537525354969574,1.0,0.0946166394779771,0.25,0.5604852686308492,0.0,0.4444444444444444,-0.0714285714285714,-0.3398058252427184,0.3534246575342465,7.0,0.4892086330935251,0.5770763101440392,0.75,0.5752314814814815,0.5717720605914883,0.4370015948963316,0.9979171608653922,-0.0645084494493162,0,train
